indice_tiempo,pib_precios_corrientes,pib_precios_2004,tcn_pesos_dolares,pib_dolares_precios_corrientes,poblacion,pib_per_capita_pesos_corrientes,pib_per_capita_dolares_corrientes,indice_precios_constantes
2004-01-01,439195.8650001726,460369.4422329487,2.906751562500001,151095.08176283035,38131413.12631029,11517.954069662628,3962.48314381447,100.0
2004-04-01,509498.6632468832,514395.6817723617,2.9073550000000004,175244.7373117088,38230331.77092676,13327.07930184233,4583.918820316861,111.4463010243994
2004-07-01,488462.3825911835,481151.9799435081,2.9883906250000005,163453.32451013944,38329507.025446996,12743.768978476368,4264.425430820767,103.97416827503503
2004-10-01,503303.8680607793,484543.6768765623,2.964778125,169761.05692926998,38428939.55555584,13097.001215273307,4417.531654336969,104.43617122276063
2005-01-01,510703.4270151163,493602.53057785495,2.929533870967742,174329.24468847687,38528630.02866503,13255.167044225465,4524.667618827276,106.11339800614219
2005-04-01,605771.7758465102,581668.2498796025,2.891650793650794,209489.94850159815,38628579.11391766,15681.95853282768,5423.185457684103,124.72199135649917
2005-07-01,590219.5591426293,514697.78950542817,2.8900769230769225,204222.78536249188,38728787.4821927,15239.815070740575,5273.152056629515,110.07655115198081
2005-10-01,623457.9297448428,522255.20005077147,2.982590476190476,209032.36120473253,38829255.80610946,16056.396570102355,5383.372842593677,111.40382880265625
2006-01-01,643562.3795870609,532348.2120169173,3.063595312500001,210067.68647321485,38929984.76003213,16531.277460138663,5396.038240654104,113.2629782951482
2006-04-01,727989.1872669109,614076.3926085439,3.067041666666667,237358.7536090133,39030975.02007432,18651.575752142835,6081.291935108859,130.31350101913299
2006-07-01,729299.498006196,562978.9656268766,3.086876562499999,236258.06968308153,39132227.26410357,18636.800125997186,6037.429663498958,119.16096539605412
2006-10-01,762766.0220752261,572794.0466305884,3.078747540983606,247752.0523919073,39233742.1717459,19441.582165071435,6314.769855686248,120.92474299644897
2007-01-01,774387.7878412767,576846.8856994272,3.0960359375000017,250122.35112056942,39335520.42439039,19686.7304534532,6358.689256478694,121.46525414648434
2007-04-01,904350.3880930806,674620.5630064849,3.0825186440677976,293380.34656610177,39437562.70519376,22931.19366562634,7439.1094794370965,141.68566698218618
2007-07-01,914103.9674019193,610425.6940148536,3.137225396825396,291373.37990662525,39539869.69908492,23118.53767750465,7369.103189365557,127.8715657988037
2007-10-01,995078.5529513356,625876.8678635969,3.1458639344262305,316313.28426568664,39642442.09276961,25101.343419325523,7979.157376971463,130.7690327336343
2008-01-01,1032356.8732593583,616720.3570644783,3.1525721311475405,327464.9493534599,39745280.57473496,25974.325966026787,8239.09014147508,128.52248919837436
2008-04-01,1213883.4109890296,711405.5004552329,3.1215725806451613,388869.1932122707,39848385.83525418,30462.54912325953,9758.718830418347,147.8709613149397
2008-07-01,1183692.2697064732,647087.9597424942,3.046392187500001,388555.4442279021,39951758.56639112,29628.039219836457,9725.61554661499,134.15406287363217
2008-10-01,1168651.80837968,613490.821702641,3.328662903225806,351087.4613488617,40055399.46200495,29175.886998411264,8765.04706143026,126.85962225151206
2009-01-01,1112307.4883262962,578553.0442424045,3.543677419354838,313885.0850958107,40159309.21775483,27697.376025445526,7815.9981137583645,119.32552685319567
2009-04-01,1251464.7279338671,631197.7518600689,3.729998305084747,335513.48434337514,40263488.531104565,31081.87525696088,8332.946214637674,129.8465617086235
2009-07-01,1269734.745267083,610519.8546117273,3.83047619047619,331482.2184312375,40367938.10132728,31454.04013650464,8211.52216393085,125.26785364242072
2009-10-01,1358210.1141728326,615220.8549372972,3.814787096774194,356038.2479329824,40472658.62951011,33558.707536512346,8797.006670408891,125.90579693849557
2010-01-01,1418857.9499665094,611607.33658973,3.8401322580645156,369481.53204536636,40577650.81855894,34966.48823538026,9105.542696335124,124.84242531602798
2010-04-01,1686066.954457782,733730.7739689033,3.9019316666666657,432110.8359896399,40682915.37320307,41444.10347662441,10621.432412738584,149.38296616492352
2010-07-01,1712834.5489382918,668566.5094889859,3.941604687500001,434552.59589329164,40788453.0,41993.12361609527,10653.814105018684,135.76374053010161
2010-10-01,1829124.2504157436,668190.0977195739,3.96758,461017.6103357068,40906201.39268646,44715.084464987,11270.115401576526,135.29672820666832
2011-01-01,1888827.151845796,662325.5859726951,4.0125683333333315,470727.7222308896,41024289.702260174,46041.67837040537,11474.36617787329,133.72323467645873
2011-04-01,2237123.8354149116,766332.9545716126,4.0823229508196714,548002.6598497626,41142718.909995615,54374.72035596079,13319.553844960534,154.27690744850867
2011-07-01,2250487.26379217,711417.3919301049,4.1672,540047.8171895206,41261490.0,54542.07455407379,13088.422574888124,142.8091330400957
2011-10-01,2339658.163470233,703050.4564079925,4.256531666666666,549663.0465109269,41378932.88007375,56542.254732647016,13283.644798283818,140.72900574814494
2012-01-01,2345559.6033526314,672685.9936305042,4.341070491803278,540318.2481789849,41496710.038674034,56523.98952029259,13020.749058790925,134.26880704004202
2012-04-01,2651098.0463880287,730838.2725927759,4.4512965517241385,595578.8421603068,41614822.42726027,63705.619578744045,14311.699712316107,145.46203129873706
2012-07-01,2704827.5498552597,703461.6525301962,4.608922580645163,586867.6469450772,41733271.0,64812.25854199782,14062.344812250092,139.61575004234666
2012-10-01,2850170.193266278,706958.0390823188,4.798768852459018,593937.7954838926,41850194.705529764,68104.10831588505,14191.995991010626,139.9176704722573
2013-01-01,2888980.8590711113,677085.5291731509,5.012359649122808,576371.4221058937,41967445.995085105,68838.6150400824,13733.774082258753,133.63105685693947
2013-04-01,3387810.9120546845,776486.60279942,5.238541666666666,646708.7841663347,42085025.78645506,80499.20010135866,15366.719446670175,152.82090974077803
2013-07-01,3436546.546378202,721458.9442161823,5.58418125,615407.4147178159,42202935.0,81429.08891000594,14582.099911245887,141.5941720143735
2013-10-01,3679895.635404825,706597.3450225069,6.050141666666666,608232.9700937844,42319095.78208968,86955.91357512496,14372.541729759765,138.2967686889605
2014-01-01,3917648.8611710793,671066.0466350627,7.600366666666664,515455.24485718855,42435576.28903489,92319.91653624314,12146.77141053412,130.98198647604872
2014-04-01,4702629.524920309,760576.8683480041,8.057413559322033,583640.0837933405,42552377.400857106,110513.90808602827,13715.804367292169,148.04566501548004
2014-07-01,4685503.118678275,690879.7982516834,8.298190625000002,564641.5381881244,42669500.0,109809.18732767609,13232.90730353354,134.11005830800394
2014-10-01,5010564.196870732,686701.4706187105,8.512879661016948,588586.2829490732,42784649.54042702,117111.25954499809,13756.949963863108,132.94022512260506
2015-01-01,5092693.740328637,672749.8113916992,8.688137777777778,586166.319018853,42900109.82779649,118710.50588846982,13663.515580070967,129.88876634977785
2015-04-01,5951478.855366601,791235.9655416702,8.950370329670328,664942.1907870725,43015881.70070195,138355.38457112416,15458.06256892839,152.3539091841385
2015-07-01,6221730.755771598,718281.2654497817,9.247589130434784,672794.8947575137,43131966.0,144248.71696716995,15598.521401911374,137.93411611438373
2015-10-01,6552140.231302531,703681.544169008,10.173376086956521,644047.7748289631,43246112.57528105,151508.1897799909,14892.61661861124,134.77380741456662
2016-01-01,7006645.045106042,677652.0891157027,14.43118791208791,485521.0179362371,43360561.233723536,161590.27571941682,11197.295517444194,129.44589960673292
2016-04-01,8414556.482179211,760703.2801516564,14.217448351648347,591847.1637144117,43475312.77477533,193547.92283544867,13613.407838616065,144.92689413845693
2016-07-01,8527628.82527803,694382.4757762305,14.94496630434782,570602.0777575895,43590368.0,195631.0353993348,13090.095448553899,131.9424754425284
2016-10-01,8963807.87358243,693173.5493470578,15.45782173913044,579888.1643777242,43703537.27178276,205104.85954119606,13268.678019619469,131.37169528045268
2017-01-01,9240877.73099836,681444.7661102224,15.668285555555558,589782.315252851,43817000.35352088,210897.08689416974,13460.125305119376,128.81440401209952
2017-04-01,10558208.304643149,778401.6764493167,15.708950549450567,672114.1728345711,43930758.008003466,240337.49435235365,15299.3984923302,146.76127532598701
2017-07-01,11116422.3178693,721120.4268527941,17.269024999999996,643720.3210875717,44044811.0,252388.92086219418,14615.122791367448,135.60929507026708
2017-10-01,11725405.625723016,724592.9216389629,17.55948913043479,667753.2323762247,44156805.86332571,265540.1675115616,15122.317371484176,135.9167082655598
2018-01-01,12457790.347179031,707324.2680572141,19.696082222222227,632500.9312320728,44269085.50138711,281410.6098213545,14287.6439408773,132.34100234225772
2018-04-01,14431394.012697566,747428.2999545746,23.481312087912087,614590.6139600556,44381650.63829466,325165.77921609464,13847.853901805012,139.48981505718677
2018-07-01,15276275.65339034,696101.5835218076,31.96217173913043,477948.6130689926,44494502.0,343329.51188869,10741.745419894633,129.58140446147036
2018-10-01,16813782.695796333,678655.6203844536,37.09580108695652,453252.988293285,44605141.14582683,376947.19182318734,10161.45172170788,126.0204260346421
2019-01-01,17484108.85697476,665848.7152997089,38.990493333333355,448419.7906269481,44716055.40475841,391002.93392860866,10028.160725895112,123.33561164235778
2019-04-01,21233558.154751204,751784.4607771325,43.93395934065934,483306.2731748898,44827245.46088552,473675.2824413172,10781.529585541983,138.90814215502508
2019-07-01,22303884.00877951,683900.8985525784,50.45964999999999,442014.2432375079,44938712.0,496317.8296872307,9835.93484471713,126.0517747853175
2019-10-01,25212225.57629694,671361.13972242,59.3676847826087,424679.27911655174,45047826.69782156,559676.8462420888,9427.297835371235,123.44081124316897
2020-01-01,24999988.08261283,632389.35353461,61.52783736263734,406319.95458033157,45157206.33464005,553621.2292972466,8997.898398968138,115.99356457840335
2020-04-01,24025361.939099036,609379.9894648013,67.64411538461539,355172.9784992241,45266851.55374802,530749.568711937,7846.204591399651,111.50242462719298
2020-07-01,27536379.505392455,614192.4784042229,73.24595978260871,375944.00547305826,45376763.0,606838.7801349439,8284.945435024933,112.11078491417116
2020-10-01,32277527.046046086,642403.3231979503,80.0267326086957,403334.31084675837,45484375.58388711,709639.8847229737,8867.535404611337,116.9827841531402
2021-01-01,36785109.793720186,652831.9767063216,88.54931444444439,415419.4758537523,45592243.37478867,806828.2468868684,9111.626125497227,118.60059497942007
2021-04-01,46340281.47592878,723516.6224906748,94.02905494505492,492829.38665083185,45700366.97793707,1014002.3929851734,10783.926240433842,131.13095893615946
2021-07-01,47462528.98909955,686756.4678266742,97.21280978260866,488233.28011233534,45808747.000000015,1036101.8822256705,10658.079779225029,124.17402448858574
2021-10-01,54288413.782466695,696134.669112115,100.47538152173915,540315.5774105788,45890237.294402815,1183005.7324434058,11774.085497624581,125.6462036539219
2022-01-01,60345325.42659544,697625.2846663581,106.56331999999998,566286.0863062023,45971872.553872705,1312657.5463263765,12318.099195167502,125.69165075570147
2022-04-01,78676963.28324091,782338.628533735,117.86794615384609,667500.9266772877,46053653.03629156,1708376.167711197,14493.984356708432,140.70421287935415
2022-07-01,87863363.94194473,732662.1638755013,135.49910978260866,648442.3704547615,46135579.00000002,1904459.9817842254,14055.14755661268,131.5358695848202
2022-10-01,104354529.22768565,712740.4578287383,162.19968804347823,643370.7147433787,46155287.118082784,2260944.2112386185,13939.263623198607,127.90465956151711
2023-01-01,120719556.7726799,703987.5043215773,192.34758888888905,627611.489543622,46175003.655045874,2614391.926734325,13592.018188720562,126.27995643502197
2023-04-01,159215855.41502434,737941.9093740722,231.73631648351648,687056.1240941682,46194728.61448565,3446623.8939024257,14873.0416803168,132.3141121297562
2023-07-01,206516399.84174532,728638.5845686822,312.14755978260854,661598.6361885103,46214462.000000015,4468653.120785983,14315.835510289186,130.59022646351443
2023-10-01,283181180.08567715,700509.9345723233,446.75225760869586,633866.2541996859,46236266.81329156,6124654.943038588,13709.287057264495,125.4896618123248
2024-01-01,423472034.40718853,669057.7333851669,834.3124560439562,507570.0732255131,46258081.91448567,9154552.39129962,10972.570677786103,119.79877726221491
2024-04-01,559938388.8647271,729947.7852745531,885.9139219780221,632046.0430450467,46279907.30843638,12098952.254441006,13657.029147286794,130.6398659512983
2024-07-01,642862095.294979,714524.3655499592,942.7282608695652,681916.6476477622,46301742.99999999,13884187.800337864,14727.666896854453,127.81920565495956
2024-10-01,709365943.3672845,718991.4609365795,1001.6077884057971,708227.2637839033,46323067.01448926,15313449.412695492,15288.868147749778,128.55910428944028
2025-01-01,723984891.7741555,708113.8056701763,1056.4995377777777,685267.589701906,46344400.84963677,15621841.65727174,14786.41598852986,126.5558430176304
2025-04-01,833779385.5021062,776528.7760907853,1151.5622703296704,724041.9445692772,46365744.50996537,17982659.27387195,15615.88090996057,138.7192486058626
2025-07-01,893277009.9832231,737795.7416134314,1331.3369554347826,670962.378334567,46387097.99999999,19257014.309953667,14464.41806587183,131.73930012826506
2025-10-01,939450203.4897723,733788.6697850603,1437.9619597826088,653320.6230516685,46406982.71040757,20243725.159901083,14078.067241056593,130.9676637939579
